z,hu_sawicki_best_mimic,amplitude_rescaling,fractional_diff_pct
0.5,0.46968305417638373,0.44246344437607277,6.1518324612542665
1.0,0.4304025042324445,0.405459325812344,6.151832460660875
1.5,0.3767989952406073,0.35496230871112355,6.151832460402133
2.0,0.3278604903205016,0.3088599440270105,6.151832460291268
2.5,0.2867632788559547,0.2701444451873722,6.151832460243889
3.0,0.2544024525156532,0.239659030484453,6.1518324602237815
